,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
5438,87,16,83,0,8
5439,66,25,11,4,5
5440,66,7,64,0,1
5441,66,19,2,0,2
5442,117,23,37,1,1
5443,118,11,21,0,1
5444,121,5,87,0,1
5445,71,26,69,0,4
5446,65,25,53,0,2
5447,111,33,76,0,1
5448,189,6,86,0,1
5449,69,13,65,1,5
5450,103,35,76,0,1
5451,72,24,48,0,1
5452,117,0,6,0,4
5453,64,21,28,0,3
5454,73,30,2,1,2
5455,84,0,30,1,2
5456,110,20,10,0,2
5457,109,23,71,1,1
5458,72,9,71,0,3
5459,63,10,65,0,4
5460,102,3,46,0,3
5461,86,18,41,0,1
5462,72,33,40,0,2
5463,61,16,55,0,1
5464,70,2,65,0,3
5465,68,6,25,0,2
5466,72,3,40,0,3
5467,65,8,23,0,1
5468,84,10,36,0,6
5469,70,32,12,0,3
5470,63,31,13,0,1
5471,195,1,63,1,1
5472,109,20,56,0,1
5473,117,4,31,0,7
5474,71,22,45,0,1
5475,66,6,71,2,1
5476,68,16,81,0,6
5477,105,18,50,0,1
5478,68,1,56,1,2
5479,131,0,80,0,1
5480,85,34,31,0,3
5481,64,19,27,1,3
5482,76,17,72,0,8
5483,122,33,86,0,3
5484,65,7,92,0,4
5485,242,5,50,0,2
5486,70,8,82,0,1
5487,102,28,34,4,2
5488,81,18,2,2,1
5489,115,20,74,0,2
5490,69,31,48,0,2
5491,90,14,16,3,2
5492,61,17,14,1,1
5493,113,30,22,0,3
5494,85,27,29,0,1
5495,68,16,74,0,2
5496,104,26,66,0,2
5497,80,7,77,0,2
5498,107,15,26,0,2
5499,83,13,62,0,9
5500,73,34,2,0,4
5501,70,19,66,1,2
5502,69,21,53,0,2
5503,66,18,95,2,1
5504,182,27,32,0,2
5505,116,11,42,0,5
5506,106,12,76,0,1
5507,82,26,19,3,8
5508,128,28,34,0,6
5509,110,17,58,2,3
5510,98,1,50,1,1
5511,109,18,25,0,3
5512,68,0,55,0,1
5513,65,8,47,0,1
5514,124,33,55,0,1
5515,112,12,93,0,3
5516,87,2,55,0,1
5517,63,11,2,0,1
5518,91,26,88,0,2
5519,101,2,86,0,2
5520,73,27,95,1,6
5521,129,26,66,3,6
5522,83,8,88,0,7
5523,98,3,98,0,1
5524,111,0,6,0,2
5525,126,1,13,0,2
5526,95,26,57,1,1
5527,76,2,73,3,2
5528,89,16,50,0,2
5529,95,3,54,0,1
5530,135,18,48,0,4
5531,83,19,28,0,1
5532,74,13,68,0,1
5533,69,3,92,0,1
5534,64,1,63,0,2
5535,114,20,62,0,2
5536,63,5,48,1,1
5537,94,21,81,0,2
5538,113,19,64,0,2
5539,79,1,42,0,5
5540,181,28,51,0,3
5541,64,17,84,0,3
5542,103,6,94,0,5
5543,82,23,4,0,1
5544,139,5,56,0,2
5545,76,11,14,4,3
5546,160,32,45,0,2
5547,82,6,95,0,3
5548,74,8,23,0,2
5549,122,2,73,0,5
5550,86,18,88,0,3
5551,112,27,24,0,2
5552,138,32,70,3,8
5553,116,16,36,2,5
5554,253,4,75,0,2
5555,64,18,44,2,3
5556,65,35,62,3,1
5557,125,13,12,0,9
5558,116,7,73,1,7
5559,112,3,21,3,3
5560,97,3,75,0,2
5561,96,31,34,0,1
5562,88,18,8,2,1
5563,81,24,24,1,2
5564,70,29,98,4,2
5565,63,3,78,0,3
5566,73,6,89,3,1
5567,100,1,36,0,8
5568,105,14,34,0,3
5569,67,25,56,0,5
5570,99,34,24,0,1
5571,90,2,46,1,3
5572,92,20,45,1,9
5573,64,18,37,5,8
5574,104,25,49,0,8
5575,72,26,47,0,1
5576,126,31,12,0,1
5577,64,17,88,0,3
5578,64,12,56,3,1
5579,139,4,57,0,3
5580,83,17,66,0,1
5581,117,11,94,0,2
5582,71,0,64,0,3
5583,88,29,81,0,1
5584,70,30,46,0,5
5585,62,32,45,0,2
5586,94,14,38,1,1
5587,74,17,91,0,1
5588,96,13,68,0,9
5589,112,17,8,0,2
5590,68,28,80,0,1
5591,69,15,16,0,1
5592,116,30,22,0,3
5593,195,6,47,0,2
5594,66,9,5,4,7
5595,71,28,49,2,3
5596,117,30,21,0,5
5597,96,6,96,0,1
5598,116,27,47,0,1
5599,133,35,90,0,1
5600,116,9,79,0,7
5601,197,17,68,0,1
5602,67,26,49,1,1
5603,65,32,19,0,7
5604,107,6,63,0,8
5605,68,13,65,0,1
5606,62,1,69,0,3
5607,101,18,55,0,3
5608,86,5,34,0,2
5609,74,25,60,0,9
5610,90,16,14,0,1
5611,137,27,76,2,1
5612,77,3,53,0,2
5613,67,7,15,0,2
5614,61,14,4,0,3
5615,74,33,17,1,1
5616,139,4,2,1,4
5617,61,6,77,1,6
5618,133,12,62,3,1
5619,193,22,82,0,2
5620,61,32,27,0,1
5621,74,33,24,0,2
5622,70,10,74,0,2
5623,138,23,93,0,3
5624,86,8,73,0,8
5625,100,4,22,1,2
5626,63,27,42,1,2
5627,133,14,89,0,7
5628,72,3,3,0,3
5629,91,22,10,1,2
5630,62,11,52,2,1
5631,71,14,29,0,3
5632,63,1,9,0,1
5633,136,22,17,0,1
5634,130,17,93,0,2
5635,72,30,36,0,1
5636,68,29,34,0,3
5637,65,15,58,0,1
5638,65,11,96,0,5
5639,61,4,22,0,9
5640,106,13,21,0,1
5641,67,0,13,0,9
5642,119,11,9,0,2
5643,61,10,19,0,1
5644,108,32,95,0,1
5645,197,3,85,0,9
5646,62,5,19,0,1
5647,94,10,75,0,2
5648,72,1,24,0,1
5649,71,13,3,0,2
5650,97,10,95,0,3
5651,199,31,95,0,6
5652,76,17,72,0,8
5653,88,14,14,0,1
5654,72,1,76,0,3
5655,130,1,6,0,1
5656,66,15,49,1,1
5657,115,4,61,0,2
5658,74,20,24,0,1
5659,284,2,70,0,1
5660,68,25,13,0,2
5661,199,5,61,0,1
5662,69,6,35,0,4
5663,98,7,24,0,9
5664,104,20,14,0,1
5665,65,20,53,0,9
5666,66,22,20,0,2
5667,87,14,67,0,3
5668,71,15,31,0,8
5669,100,9,78,2,3
5670,126,4,62,0,1
5671,70,5,20,0,1
5672,109,25,61,2,1
5673,138,28,40,0,1
5674,127,24,58,0,1
5675,61,5,99,0,1
5676,116,23,33,0,4
5677,78,0,62,1,8
5678,71,1,98,0,6
5679,74,31,22,3,7
5680,101,25,5,0,1
5681,102,4,73,0,1
5682,71,16,38,0,2
5683,61,4,81,0,1
5684,165,27,55,0,1
5685,67,22,38,0,4
5686,65,18,64,3,2
5687,94,17,9,0,3
5688,138,15,91,0,1
5689,100,30,83,0,1
5690,98,1,6,0,6
5691,71,33,48,3,7
5692,132,3,5,0,3
5693,73,25,57,0,2
5694,131,18,41,0,3
5695,114,5,8,5,2
5696,99,13,55,0,4
5697,86,3,86,0,7
5698,67,10,48,4,1
5699,256,30,32,0,1
5700,125,5,57,0,1
5701,124,28,49,0,1
5702,88,5,85,0,1
5703,103,22,10,0,1
5704,66,29,45,0,1
5705,62,22,37,0,9
5706,74,19,11,1,3
5707,86,21,35,0,3
5708,137,17,5,0,1
5709,65,3,95,1,1
5710,72,32,14,0,1
5711,108,5,43,0,8
5712,65,5,56,4,2
5713,155,23,62,0,5
5714,116,15,80,0,1
5715,66,19,29,0,8
5716,231,31,74,0,2
5717,107,5,8,0,3
5718,98,0,57,0,2
5719,65,6,15,0,2
5720,127,27,81,0,7
5721,74,24,87,0,7
5722,116,34,82,2,1
5723,198,1,58,0,2
5724,92,30,64,3,9
5725,134,15,92,1,8
5726,92,14,65,0,3
5727,110,6,74,0,1
5728,71,27,9,3,2
5729,223,26,40,5,7
5730,61,29,62,1,6
5731,99,16,65,2,3
5732,95,14,88,0,2
5733,65,10,56,1,3
5734,61,31,63,0,2
5735,64,13,62,0,7
5736,109,23,45,0,4
5737,131,34,61,0,9
5738,78,4,78,0,3
5739,78,19,18,0,1
5740,81,21,78,0,1
5741,71,16,0,0,1
5742,66,13,43,0,2
5743,65,17,94,0,2
5744,104,5,27,1,2
5745,122,31,93,0,1
5746,119,35,9,4,2
5747,99,16,69,1,1
5748,139,5,56,0,2
5749,106,25,47,1,1
5750,153,25,5,0,1
5751,74,18,29,0,8
5752,82,0,88,0,1
5753,111,6,11,0,8
5754,74,22,94,3,2
5755,68,14,3,0,2
5756,66,24,68,0,8
5757,117,18,84,1,2
5758,68,31,30,2,3
5759,70,22,37,1,2
5760,109,17,47,0,1
5761,189,30,44,0,3
5762,67,9,80,0,1
5763,70,6,18,0,1
5764,65,32,89,0,2
5765,103,34,58,0,2
5766,63,22,46,0,2
5767,109,10,59,0,2
5768,185,7,47,2,2
5769,93,15,42,0,3
5770,72,18,59,3,2
5771,111,13,83,0,6
5772,126,10,22,0,6
5773,208,22,92,0,3
5774,130,7,31,0,2
5775,65,1,74,0,1
5776,65,23,95,0,3
5777,102,3,46,0,3
5778,72,11,3,0,1
5779,79,19,8,3,6
5780,116,6,44,1,1
5781,121,27,58,0,2
5782,139,34,61,0,1
5783,93,6,3,0,1
5784,116,0,55,2,2
5785,97,7,43,0,1
5786,196,26,57,0,1
5787,63,27,74,0,2
5788,135,30,50,1,1
5789,66,35,75,0,4
5790,66,21,31,0,3
5791,136,28,87,0,1
5792,67,29,39,0,2
5793,103,6,28,0,2
5794,62,34,36,0,2
5795,129,8,56,3,1
5796,66,21,31,0,6
5797,71,11,79,0,1
5798,116,0,8,2,8
5799,91,4,92,0,1
5800,73,9,94,0,2
5801,64,6,12,0,1
5802,89,6,6,0,1
5803,65,3,89,1,8
5804,132,21,71,0,2
5805,61,2,39,0,4
5806,126,12,4,0,2
5807,63,0,73,0,3
5808,101,14,35,3,3
5809,63,4,8,2,2
5810,139,18,98,0,1
5811,114,35,9,0,1
5812,78,7,65,3,6
5813,66,31,44,0,1
5814,129,24,50,0,2
5815,80,2,58,0,9
5816,72,15,57,0,2
5817,87,15,26,0,2
5818,107,12,25,0,2
5819,73,18,5,0,4
5820,65,12,38,0,1
5821,96,31,34,0,1
5822,69,16,46,0,8
5823,82,26,19,3,8
5824,119,34,74,2,2
5825,61,10,18,1,2
5826,61,16,49,3,4
5827,296,12,17,0,9
5828,98,3,70,0,8
5829,133,0,29,1,2
5830,82,7,77,0,7
5831,66,22,55,0,3
5832,66,5,46,0,2
5833,283,16,43,0,1
5834,109,35,20,1,1
5835,118,22,42,1,3
5836,66,7,61,0,1
5837,72,16,48,2,1
5838,92,24,95,4,1
5839,72,1,73,0,6
5840,62,6,77,0,1
5841,77,17,54,0,9
5842,66,14,84,0,3
5843,125,8,61,0,3
5844,101,21,18,0,9
5845,76,17,44,0,1
5846,99,4,64,0,1
5847,122,1,18,3,2
5848,71,0,26,0,9
5849,99,2,11,0,3
5850,124,4,34,0,3
5851,99,1,50,0,9
5852,102,3,46,0,3
5853,68,15,43,0,4
5854,80,28,85,0,2
5855,74,3,38,0,5
5856,119,7,42,0,1
5857,64,2,68,0,1
5858,112,21,40,0,1
5859,62,30,32,0,1
5860,210,7,24,2,1
5861,70,35,74,0,1
5862,97,0,40,0,1
5863,70,3,52,0,2
5864,85,7,6,0,2
5865,71,31,70,0,3
5866,126,19,39,0,1
5867,112,13,13,0,1
5868,69,31,5,0,1
5869,102,11,81,0,4
5870,119,5,46,2,1
5871,136,31,75,4,3
5872,97,10,52,1,2
5873,72,6,14,0,3
5874,67,0,71,0,1
5875,77,13,40,0,1
5876,61,22,93,0,3
5877,65,19,54,2,1
5878,157,2,17,0,7
5879,109,27,58,0,3
5880,109,21,22,0,2
5881,90,14,36,0,1
5882,83,3,72,3,1
5883,72,0,45,0,4
5884,283,16,43,0,1
5885,123,33,15,0,2
5886,73,17,44,0,7
5887,82,10,86,0,1
5888,118,18,9,0,3
5889,66,6,27,0,1
5890,65,23,73,0,1
5891,107,21,65,0,1
5892,87,23,73,1,5
5893,81,22,26,0,1
5894,61,18,96,0,1
5895,102,24,11,0,2
5896,90,3,76,0,7
5897,84,11,32,0,6
5898,99,35,15,0,1
5899,63,21,40,0,2
5900,99,12,28,0,1
5901,81,15,22,3,2
5902,112,35,81,1,3
5903,64,29,72,0,6
5904,69,26,52,2,6
5905,103,10,10,0,5
5906,244,10,99,0,1
5907,72,4,61,1,4
5908,107,29,29,0,9
5909,70,24,10,0,1
5910,70,20,44,0,1
5911,62,31,90,0,2
5912,61,5,90,0,2
5913,124,23,30,0,7
5914,63,20,13,3,1
5915,62,2,88,2,2
5916,70,34,77,0,1
5917,74,19,52,0,1
5918,102,31,15,1,1
5919,107,13,57,0,3
5920,114,20,87,0,1
5921,106,7,39,0,6
5922,90,1,69,0,1
5923,62,0,59,0,2
5924,65,35,37,0,1
5925,69,31,76,4,3
5926,89,8,7,2,1
5927,68,16,27,0,7
5928,92,29,19,0,1
5929,109,24,27,1,9
5930,71,6,46,0,1
5931,66,31,0,0,1
5932,112,25,86,0,2
5933,130,15,5,0,2
5934,194,13,83,0,3
5935,64,33,98,0,1
5936,61,21,11,1,2
5937,74,28,72,0,2
5938,70,21,50,0,3
5939,64,28,43,0,7
5940,69,25,96,0,1
5941,94,3,38,0,1
5942,118,15,56,0,1
5943,121,2,18,0,1
5944,119,34,74,2,2
5945,124,4,58,0,8
5946,64,34,59,1,2
5947,61,25,45,0,2
5948,62,13,8,0,5
5949,102,28,11,0,1
5950,74,22,50,0,3
5951,119,33,58,1,3
5952,64,0,60,3,4
5953,72,12,46,0,1
5954,79,17,36,0,1
5955,137,2,40,0,5
5956,70,29,30,0,1
5957,96,35,30,1,1
5958,114,24,10,3,9
5959,102,32,62,0,2
5960,83,0,10,0,5
5961,78,23,93,1,1
5962,102,0,42,0,4
5963,70,16,96,0,1
5964,64,34,23,0,1
5965,63,2,88,0,1
5966,71,34,4,1,8
5967,63,30,6,1,1
5968,64,23,6,0,6
5969,69,8,36,0,6
5970,92,5,38,0,8
5971,63,3,65,0,5
5972,79,1,49,0,2
5973,62,32,45,0,1
5974,133,4,58,0,8
5975,80,17,1,0,1
5976,89,25,39,1,7
5977,139,7,26,0,3
5978,63,28,40,1,2
5979,87,14,12,0,9
5980,89,19,13,0,1
5981,137,30,77,0,5
5982,67,6,29,0,1
5983,86,22,30,0,3
5984,180,15,38,3,2
5985,85,4,49,0,2
5986,64,19,39,1,1
5987,109,10,59,0,2
5988,61,34,11,2,3
5989,106,34,39,0,1
5990,65,1,96,0,1
5991,113,8,58,0,2
5992,113,5,76,1,2
5993,102,3,46,0,3
5994,67,17,63,0,1
5995,65,12,45,0,5
5996,69,6,59,0,2
5997,79,21,53,1,7
5998,73,8,34,0,1
5999,108,3,44,0,3
6000,63,3,41,1,1
6001,71,31,41,0,1
6002,66,4,3,0,1
6003,112,0,77,0,1
6004,118,2,52,0,8
6005,118,1,59,0,2
6006,118,12,45,0,3
6007,112,24,50,0,8
6008,106,18,95,0,2
6009,66,31,61,3,7
6010,63,4,52,0,2
6011,115,10,78,0,3
6012,63,2,43,5,1
6013,235,12,49,0,6
6014,69,21,56,0,5
6015,116,23,81,0,2
6016,71,10,44,0,2
6017,101,6,15,0,3
6018,136,15,30,0,2
6019,101,23,26,0,3
6020,66,11,71,0,1
6021,65,23,50,0,8
6022,107,9,96,2,1
6023,78,14,23,1,1
6024,81,3,26,0,9
6025,73,33,8,0,2
6026,98,19,12,1,1
6027,87,31,86,1,2
6028,67,20,55,1,2
6029,72,33,13,1,3
6030,112,16,4,0,5
6031,80,4,98,0,1
6032,62,23,53,0,2
6033,112,15,29,3,7
6034,83,17,21,1,4
6035,62,15,11,0,6
6036,69,5,85,1,2
6037,67,15,91,3,1
6038,119,10,71,0,4
6039,96,5,20,0,3
6040,72,8,54,0,2
6041,76,8,77,0,2
6042,186,12,28,0,1
6043,184,10,62,0,1
6044,62,15,7,0,2
6045,74,19,71,0,3
6046,106,34,36,1,2
6047,67,20,68,0,2
6048,66,23,1,0,1
6049,76,18,72,0,8
6050,64,25,40,1,1
6051,117,11,19,0,8
6052,74,2,51,0,1
6053,108,10,42,0,6
6054,65,3,82,0,7
6055,67,10,63,0,1
6056,69,34,88,0,1
6057,74,22,7,0,4
6058,61,29,3,2,1
6059,136,11,30,1,1
6060,92,18,79,0,1
6061,62,13,25,0,1
6062,110,0,66,0,7
6063,66,30,34,0,1
6064,93,23,22,0,1
6065,83,2,82,0,1
6066,68,15,52,0,2
6067,62,16,71,1,1
6068,90,20,41,0,2
6069,68,6,95,0,5
6070,99,25,69,0,1
6071,113,3,91,0,1
6072,187,9,11,0,5
6073,61,9,99,0,6
6074,62,14,18,1,2
6075,78,2,64,0,3
6076,93,19,79,0,2
6077,111,28,19,0,2
6078,70,25,30,0,1
6079,72,6,66,0,5
6080,62,17,54,0,2
6081,74,11,61,0,1
6082,79,20,25,0,1
6083,78,16,93,0,6
6084,188,33,25,0,1
6085,95,33,6,2,8
6086,64,20,0,1,3
6087,94,11,21,0,9
6088,113,17,60,0,1
6089,65,12,86,0,1
6090,67,18,12,0,1
6091,61,33,43,4,2
6092,82,3,28,0,2
6093,110,13,3,0,1
6094,109,5,63,0,3
6095,115,10,55,0,2
6096,66,2,80,0,2
6097,70,10,89,0,1
6098,83,2,62,0,1
6099,72,26,25,1,1
6100,65,11,25,0,4
6101,62,14,81,0,1
6102,129,23,59,0,2
6103,111,1,34,0,5
6104,110,6,62,0,1
6105,94,26,62,0,1
6106,118,8,11,0,2
6107,121,7,19,0,2
6108,65,23,73,0,1
6109,133,34,68,0,5
6110,117,1,18,0,1
6111,107,5,0,1,2
6112,84,33,70,0,7
6113,136,12,9,0,2
6114,85,12,37,0,2
6115,103,5,76,0,3
6116,115,24,35,0,3
6117,113,6,84,0,1
6118,62,25,30,0,1
6119,101,3,43,1,2
6120,67,26,88,3,3
6121,102,19,4,0,2
6122,87,23,7,1,1
6123,89,23,13,0,1
6124,118,16,72,0,9
6125,97,11,51,5,2
6126,108,9,35,0,1
6127,99,24,72,0,6
6128,117,2,36,0,3
6129,65,22,93,0,1
6130,135,24,67,0,8
6131,88,10,87,0,1
6132,76,1,0,1,8
6133,109,22,5,0,1
6134,86,10,2,0,5
6135,85,2,39,0,1
6136,85,21,32,0,2
6137,139,5,56,0,2
6138,71,3,29,0,6
6139,69,2,55,0,1
6140,125,6,61,0,2
6141,77,10,56,0,4
6142,73,5,85,0,4
6143,82,4,59,0,2
6144,91,35,12,1,1
6145,73,20,20,0,2
6146,112,12,42,0,5
6147,106,5,21,0,2
6148,70,11,63,0,2
6149,69,6,38,0,1
6150,73,3,74,0,2
6151,66,14,79,0,3
6152,113,20,44,0,9
6153,118,4,50,1,1
6154,89,1,2,0,2
6155,185,2,73,0,1
6156,73,17,15,0,3
6157,71,16,55,0,2
6158,106,18,95,0,2
6159,66,34,71,0,2
6160,64,0,66,2,7
6161,63,31,46,3,2
6162,98,12,83,0,1
6163,108,3,62,3,7
6164,70,11,39,0,2
6165,88,15,54,0,1
6166,67,15,4,0,4
6167,110,8,76,0,1
6168,76,26,4,0,3
6169,83,20,50,2,4
6170,129,21,59,0,3
6171,61,12,52,0,2
6172,119,31,86,0,3
6173,65,1,96,0,1
6174,62,34,95,0,1
6175,199,10,17,0,1
6176,133,16,19,0,2
6177,285,27,70,0,4
6178,70,34,9,1,1
6179,70,9,75,0,1
6180,96,27,50,0,1
6181,71,6,37,0,1
6182,256,34,84,0,8
6183,71,5,15,0,8
6184,62,1,99,0,5
6185,70,26,46,0,3
6186,82,27,12,0,2
6187,79,0,78,0,1
6188,106,21,80,2,4
6189,84,11,19,1,2
6190,99,5,68,1,1
6191,77,33,86,0,1
6192,62,12,6,0,9
6193,104,1,50,0,1
6194,65,1,44,0,7
6195,69,16,78,0,1
6196,67,21,81,0,3
6197,74,22,3,0,1
6198,110,11,59,0,2
6199,64,14,44,0,1
6200,189,0,47,0,1
6201,80,11,1,3,1
6202,92,0,72,0,3
6203,97,7,21,1,2
6204,114,24,10,3,9
6205,111,2,5,0,2
6206,105,3,92,0,1
6207,88,8,86,0,3
6208,199,29,95,0,2
6209,131,31,49,1,2
6210,86,10,14,0,1
6211,66,7,25,0,6
6212,121,25,17,0,2
6213,83,2,43,0,2
6214,67,9,36,0,2
6215,62,16,34,0,2
6216,66,21,16,0,1
6217,112,11,51,0,7
6218,65,26,62,1,2
6219,62,10,65,1,1
6220,117,23,44,0,3
6221,74,16,23,0,2
6222,70,21,47,0,2
6223,62,11,92,0,2
6224,81,1,15,0,3
6225,68,0,84,0,1
6226,124,7,40,0,3
6227,115,1,8,1,8
6228,117,13,49,3,1
6229,109,4,10,0,2
6230,115,21,19,0,4
6231,93,10,63,0,1
6232,63,4,52,0,2
6233,191,22,72,0,6
6234,169,7,64,0,3
6235,94,35,63,0,3
6236,68,13,52,0,2
6237,82,5,16,0,2
6238,191,15,18,0,1
6239,150,32,20,0,8
6240,103,12,43,0,3
6241,110,14,30,1,5
6242,81,30,15,2,5
6243,61,0,84,1,3
6244,67,13,17,0,3
6245,101,14,45,2,8
6246,74,19,14,0,4
6247,64,6,67,0,1
6248,67,8,15,0,2
6249,175,4,35,0,2
6250,67,21,77,0,2
6251,99,4,88,3,2
6252,202,11,21,0,2
6253,87,4,4,3,1
6254,198,22,92,3,3
6255,63,21,71,0,1
6256,64,21,76,0,7
6257,77,11,55,0,1
6258,70,1,8,0,2
6259,74,8,47,1,3
6260,100,13,25,1,1
6261,88,25,43,0,1
6262,189,15,51,1,1
6263,63,5,46,0,1
6264,81,8,16,4,1
6265,113,17,62,0,3
6266,64,19,72,0,1
6267,102,35,48,0,2
6268,89,30,88,0,6
6269,99,13,49,1,3
6270,88,4,83,0,1
6271,66,9,13,0,2
6272,69,0,1,0,9
6273,66,7,89,0,5
6274,83,23,11,0,1
6275,122,27,2,0,1
6276,68,11,81,3,1
6277,65,20,10,0,1
6278,63,18,76,0,1
6279,66,30,91,0,1
6280,131,12,26,0,2
6281,116,24,90,0,9
6282,95,11,46,0,3
6283,95,28,7,0,8
6284,91,8,23,3,8
6285,62,8,34,4,2
6286,162,4,77,0,9
6287,114,6,24,1,3
6288,93,34,32,0,9
6289,112,3,37,0,1
6290,135,28,66,0,1
6291,194,14,0,0,1
6292,66,13,48,0,8
6293,67,11,14,0,6
6294,124,29,9,0,1
6295,101,7,54,0,1
6296,116,32,57,0,1
6297,64,10,17,0,1
6298,64,7,24,1,8
6299,61,6,5,0,9
6300,194,9,73,0,1
6301,66,24,48,0,2
6302,62,25,3,0,1
6303,78,10,5,0,1
6304,70,29,51,0,9
6305,65,15,26,0,3
6306,66,6,71,2,1
6307,134,27,5,0,1
6308,108,0,50,0,6
6309,66,12,91,0,2
6310,67,19,50,0,2
6311,72,27,21,0,3
6312,114,25,57,1,3
6313,74,32,69,0,1
6314,65,19,45,0,1
6315,143,13,28,0,1
6316,99,15,85,0,2
6317,64,27,41,0,1
6318,118,10,78,0,1
6319,72,25,33,0,2
6320,72,15,47,0,1
6321,71,29,70,0,1
6322,107,9,60,0,1
6323,136,33,21,0,5
6324,87,17,37,2,2
6325,83,3,72,3,1
6326,102,6,84,0,1
6327,129,15,73,0,1
6328,68,13,93,0,1
6329,114,20,89,0,2
6330,71,26,80,0,9
6331,109,35,44,1,7
6332,112,6,73,0,1
6333,73,6,85,0,2
6334,71,16,28,0,5
6335,128,12,9,0,2
6336,65,19,72,0,7
6337,69,6,18,0,2
6338,73,6,85,0,2
6339,113,22,64,0,3
6340,74,6,29,0,4
6341,109,0,72,0,7
6342,111,18,63,0,1
6343,97,10,3,0,2
6344,87,24,93,0,2
6345,103,6,20,0,1
6346,123,23,55,0,1
6347,74,17,51,0,4
6348,65,16,27,0,2
6349,69,24,16,0,3
6350,94,21,25,2,3
6351,71,23,2,2,3
6352,79,3,66,0,9
6353,93,2,60,0,2
6354,69,9,27,0,5
6355,74,29,39,0,1
6356,91,15,17,0,2
6357,102,10,77,0,2
6358,62,5,0,0,2
6359,72,2,83,0,3
6360,79,19,70,0,2
6361,110,17,53,1,2
6362,63,14,45,0,3
6363,126,12,4,0,2
6364,83,1,49,1,1
6365,93,5,87,0,1
6366,78,13,39,0,1
6367,65,0,30,0,3
6368,129,21,59,0,3
6369,114,6,9,0,3
6370,105,0,31,0,1
6371,73,7,60,0,3
6372,99,12,28,0,1
6373,72,33,52,0,2
6374,67,3,79,1,1
6375,83,15,42,0,5
6376,122,6,16,0,3
6377,64,26,8,4,8
6378,88,15,76,0,1
6379,63,32,57,3,5
6380,89,34,13,0,2
6381,93,9,35,0,1
6382,70,19,59,0,1
6383,63,32,19,0,2
6384,114,7,90,0,1
6385,63,27,47,0,1
6386,94,3,38,0,1
6387,65,34,29,0,2
6388,96,16,43,0,7
6389,100,23,49,0,2
6390,72,26,87,0,1
6391,77,12,17,0,8
6392,92,27,50,0,7
6393,65,30,59,2,3
6394,63,15,98,0,1
6395,64,13,52,0,1
6396,73,9,10,0,8
6397,110,1,2,0,2
6398,99,11,49,0,1
6399,81,15,12,0,8
6400,97,0,60,1,3
6401,66,6,70,0,1
6402,61,27,32,5,1
6403,121,11,10,0,1
6404,115,1,12,0,7
6405,119,24,94,0,3
6406,84,5,61,1,2
6407,215,4,21,1,1
6408,76,5,40,0,1
6409,111,18,69,1,2
6410,115,2,75,0,2
6411,70,22,59,0,7
6412,65,15,85,2,4
6413,79,14,28,0,1
6414,63,22,96,0,1
6415,63,1,52,1,1
6416,168,5,83,0,2
6417,102,28,11,0,1
6418,77,7,60,0,8
6419,61,10,45,1,2
6420,114,6,50,0,3
6421,83,30,72,0,7
6422,114,10,31,2,1
6423,63,14,78,1,9
6424,65,6,89,0,3
6425,100,14,39,0,1
6426,64,1,7,0,7
6427,66,35,46,0,4
6428,113,10,36,1,3
6429,68,1,36,1,1
6430,105,9,89,0,7
6431,67,15,57,0,3
6432,97,13,21,0,1
6433,70,1,62,0,3
6434,67,22,47,1,9
6435,105,18,50,0,1
6436,84,15,49,3,4
6437,65,4,38,0,3
6438,72,8,84,0,1
6439,74,5,1,0,6
6440,128,9,14,0,2
6441,65,26,27,2,1
6442,139,3,51,0,1
6443,62,5,9,0,1
6444,72,4,39,0,6
6445,113,10,15,0,2
6446,68,15,21,0,1
6447,82,10,69,0,1
6448,73,22,15,2,2
6449,114,15,42,2,3
6450,115,33,60,1,1
6451,66,6,90,0,1
6452,63,32,19,0,2
6453,101,13,18,0,2
6454,69,13,15,0,1
6455,202,34,28,0,9
6456,74,3,10,0,4
6457,71,31,47,0,9
6458,64,19,37,0,3
6459,99,16,30,0,2
6460,69,5,20,1,1
6461,198,19,60,0,2
6462,64,0,93,0,7
6463,72,31,45,0,9
6464,87,3,49,0,2
6465,71,17,6,0,1
6466,132,10,51,0,1
6467,65,3,91,2,2
6468,119,5,15,0,1
6469,90,8,77,0,1
6470,83,8,68,0,7
6471,67,29,39,0,2
6472,110,7,61,0,1
6473,92,4,64,0,9
6474,61,21,28,3,2
6475,134,7,70,0,2
6476,86,0,25,0,3
6477,104,16,10,1,1
6478,71,16,38,0,2
6479,69,4,69,0,9
6480,127,0,70,0,1
6481,93,17,39,0,8
6482,68,12,9,0,1
6483,113,10,15,0,2
6484,61,11,61,0,1
6485,65,0,51,0,1
6486,81,18,46,0,3
6487,74,19,49,0,1
6488,84,31,61,0,3
6489,95,13,20,0,5
6490,191,14,94,1,8
6491,74,2,78,0,2
6492,68,35,52,0,1
6493,110,20,62,0,1
6494,116,19,39,0,1
6495,139,3,42,0,2
6496,88,4,83,0,1
6497,66,7,66,0,9
6498,72,24,36,0,1
6499,112,11,50,0,2
6500,115,18,17,0,1
6501,71,3,32,0,1
6502,103,29,37,0,4
6503,65,24,71,0,6
6504,63,4,43,0,7
6505,113,10,15,0,2
6506,61,6,28,0,4
6507,81,19,42,0,1
6508,65,9,81,0,3
6509,73,3,33,0,2
6510,87,14,64,0,1
