,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2492,37657,74,29,52,0,8,65
2493,73245,68,33,48,0,2,305
2494,37657,119,5,31,0,3,244
2495,37657,61,32,42,0,3,616
2496,74365,193,11,85,0,1,926
2497,30821,97,27,59,0,1,451
2498,69844,68,5,9,0,1,184
2499,37657,124,15,86,0,8,595
2500,55836,73,8,87,0,7,314
2501,40352,77,31,33,0,3,406
2502,14985,116,12,45,0,1,571
2503,27458,131,18,62,1,3,730
2504,56343,295,11,69,0,2,1612
2505,12780,111,17,53,2,6,225
2506,68558,131,16,11,0,1,280
2507,47747,111,31,76,0,1,165
2508,16113,81,27,19,0,2,494
2509,37657,79,6,55,0,1,379
2510,39626,69,23,0,0,3,485
2511,49304,65,28,48,0,1,312
2512,27972,61,7,38,0,1,292
2513,27568,68,0,62,0,3,278
2514,25905,63,21,12,0,1,302
2515,21442,108,16,83,0,2,518
2516,34516,113,12,70,3,1,42
2517,37657,68,11,90,0,4,342
2518,28354,118,33,20,0,1,320
2519,37657,72,22,58,0,5,345
2520,37722,116,8,23,0,8,158
2521,32021,70,12,58,0,2,336
2522,13393,73,31,11,0,1,34
2523,13624,117,4,11,0,2,561
2524,27800,67,9,78,0,1,321
2525,58419,191,29,6,0,1,202
2526,50407,92,30,67,0,2,352
2527,37657,84,0,76,0,4,856
2528,77603,114,10,83,0,8,547
2529,75606,119,6,97,0,7,571
2530,41458,98,6,67,0,3,191
2531,37657,74,6,61,0,1,420
2532,37657,82,13,87,0,7,445
2533,70619,187,2,84,0,3,293
2534,41273,77,16,19,0,1,221
2535,46946,70,10,37,0,9,336
2536,37657,113,10,97,0,9,542
2537,99180,106,15,20,0,3,33
2538,55350,67,0,13,0,9,321
2539,28215,65,15,26,0,3,468
2540,75425,116,25,88,1,2,663
2541,63583,83,15,8,0,1,167
2542,37657,66,27,28,0,3,475
2543,37995,139,16,50,0,1,667
2544,37125,63,29,78,0,1,290
2545,53357,73,4,77,0,1,55
2546,70140,199,25,15,0,7,955
2547,52380,186,27,76,2,1,892
2548,79292,67,18,58,0,1,55
2549,37657,92,31,24,1,1,774
2550,37657,123,14,97,0,1,1480
2551,75425,123,3,49,0,6,823
2552,20992,64,21,73,0,1,307
2553,57428,85,34,40,1,1,414
2554,92606,109,26,75,0,3,287
2555,86001,109,4,27,1,1,523
2556,79751,63,15,67,0,1,392
2557,68654,71,32,21,2,9,208
2558,37657,61,7,71,3,9,208
2559,92629,72,22,1,3,1,60
2560,54094,112,9,51,0,4,502
2561,95419,70,6,61,3,2,336
2562,66466,71,20,35,0,2,293
2563,68131,130,22,27,0,1,226
2564,56481,106,7,17,0,3,273
2565,70082,119,17,23,0,1,571
2566,51437,115,35,30,0,2,244
2567,37657,73,6,97,0,9,525
2568,27972,90,13,7,0,8,240
2569,24930,76,7,16,0,2,364
2570,26245,110,6,43,0,1,44
2571,57883,69,4,0,0,9,431
2572,37657,64,20,4,0,1,483
2573,58828,68,13,98,0,1,446
2574,51906,73,29,78,0,1,374
2575,28095,82,18,2,0,8,393
2576,88723,74,12,94,0,8,355
2577,53078,79,29,81,2,8,200
2578,88895,106,0,87,0,8,209
2579,60078,127,23,60,0,3,140
2580,37657,67,26,4,0,3,321
2581,45820,71,4,89,0,8,249
2582,37657,73,12,84,0,1,677
2583,12439,115,22,78,0,2,552
2584,25998,71,16,38,0,2,791
2585,98451,62,19,57,0,3,316
2586,23803,72,11,90,0,1,410
2587,37657,124,12,58,0,2,595
2588,26100,67,6,29,0,1,482
2589,37657,73,8,63,0,1,376
2590,37657,67,10,38,0,9,315
2591,65252,78,27,75,0,9,482
2592,48567,130,12,15,0,1,624
2593,34337,113,20,44,0,9,542
2594,20394,115,28,84,0,1,508
2595,37657,76,20,17,0,6,784
2596,37657,61,17,1,1,7,292
2597,31617,62,17,29,1,1,244
2598,37657,62,31,30,1,2,297
2599,21104,66,34,74,0,1,118
2600,37748,181,21,22,2,2,868
2601,37657,96,19,30,0,1,438
2602,25023,82,31,38,0,2,397
2603,37657,62,22,57,0,9,271
2604,14108,109,27,88,0,1,523
2605,23923,82,29,61,1,2,393
2606,37657,67,1,19,0,1,321
2607,22705,239,19,59,0,7,1294
2608,37657,89,10,83,0,1,427
2609,37657,69,31,89,0,5,506
2610,50825,102,3,46,0,3,369
2611,14616,106,16,23,0,1,575
2612,37657,69,5,74,0,1,272
2613,29504,125,16,29,0,9,1224
2614,58789,111,4,69,0,3,215
2615,29491,61,26,62,0,2,292
2616,78077,107,11,47,2,6,438
2617,37657,96,2,53,0,1,799
2618,76558,74,2,45,0,2,216
2619,78618,66,7,56,0,1,225
2620,82664,114,24,10,3,9,133
2621,23053,132,5,97,0,8,780
2622,50250,117,3,93,0,1,561
2623,32169,199,0,74,0,1,785
2624,37657,80,28,97,0,1,286
2625,99069,66,7,28,0,2,77
2626,20978,98,19,96,1,1,1176
2627,17576,71,29,70,0,1,398
2628,42297,71,29,62,0,1,200
2629,37657,115,0,3,0,3,824
2630,37657,63,21,23,0,7,151
2631,37657,110,22,72,0,9,161
2632,48990,74,3,20,0,2,355
2633,16916,64,31,31,0,2,377
2634,18375,103,8,50,0,1,535
2635,17150,65,28,19,0,2,689
2636,23815,73,4,47,0,2,424
2637,21947,118,30,76,0,9,566
2638,37657,97,4,11,0,4,863
2639,89451,63,11,2,0,1,61
2640,79325,68,4,31,0,4,251
2641,88454,101,8,89,0,1,308
2642,37657,87,2,41,0,3,417
2643,20943,69,0,86,0,1,240
2644,51972,66,19,22,0,2,316
2645,54408,79,29,17,0,4,288
2646,23751,82,4,9,1,7,586
2647,37612,64,0,32,0,1,307
2648,91603,69,4,92,2,3,472
2649,37657,62,12,53,0,3,639
2650,16450,128,6,81,0,1,871
2651,50864,83,18,86,1,4,158
2652,74560,110,31,20,0,2,528
2653,62488,62,35,47,2,1,200
2654,55837,117,16,35,0,9,741
2655,37657,66,12,71,0,1,475
2656,97742,67,33,57,0,5,67
2657,37657,69,13,75,0,1,496
2658,64125,108,3,44,0,3,369
2659,37657,62,22,39,0,6,446
2660,70412,61,27,12,0,3,136
2661,37657,70,13,8,0,3,336
2662,66267,111,23,95,0,3,1093
2663,37657,82,14,23,0,6,863
2664,40882,89,6,17,0,2,393
2665,34498,83,30,72,0,7,398
2666,37657,74,0,52,0,1,355
2667,23228,64,4,0,1,6,307
2668,40864,109,16,70,1,1,166
2669,46133,73,7,78,0,5,19
2670,46900,66,13,59,0,1,316
2671,37657,92,1,17,0,6,441
2672,53390,64,13,41,0,5,278
2673,99185,115,8,19,0,3,449
2674,62815,80,14,84,0,1,47
2675,26277,61,17,30,0,4,292
2676,41854,110,17,44,0,8,481
2677,37657,86,4,56,0,8,412
2678,66627,85,32,55,0,8,733
2679,12131,64,32,60,1,1,251
2680,37657,110,4,61,0,1,528
2681,37657,90,4,18,0,5,648
2682,33317,72,18,31,1,3,345
2683,68931,66,32,30,0,7,309
2684,37657,67,6,60,1,1,321
2685,19189,108,21,9,0,3,518
2686,49390,195,31,15,0,1,738
2687,33124,67,35,7,0,1,80
2688,40516,70,21,31,0,1,137
2689,37657,112,12,93,0,3,537
2690,34615,87,6,73,0,7,417
2691,29894,72,9,69,4,3,16
2692,37657,79,32,2,0,3,379
2693,37657,84,32,96,0,4,847
2694,86732,180,0,95,0,1,204
2695,68516,216,17,0,0,1,95
2696,31562,115,14,6,0,3,552
2697,37657,74,33,92,0,4,582
2698,24477,79,15,32,0,3,379
2699,37657,100,31,80,0,1,480
2700,20046,87,15,59,0,3,417
2701,78152,114,18,35,0,1,547
2702,37657,65,7,47,0,2,733
2703,36067,117,30,78,0,3,561
2704,44362,66,15,75,0,2,142
2705,77350,66,11,4,0,1,316
2706,86641,71,17,79,0,6,161
2707,72258,105,8,50,0,4,12
2708,70737,114,25,12,0,4,741
2709,37657,159,19,75,0,2,1410
2710,37657,125,7,99,0,3,988
2711,37657,81,10,80,3,3,388
2712,17672,110,28,16,0,1,792
2713,37657,173,24,21,0,2,1245
2714,47297,115,10,46,4,4,796
2715,57240,83,18,79,0,7,83
2716,28181,109,32,41,0,3,523
2717,31275,66,26,0,0,3,316
2718,37657,182,24,45,0,1,1310
2719,63774,111,18,63,0,1,60
2720,78441,103,6,73,0,2,613
2721,37657,104,19,65,2,1,499
2722,37657,76,0,91,0,2,364
2723,37657,117,0,65,0,4,511
2724,91423,109,3,71,1,5,435
2725,86933,63,3,64,0,1,269
2726,65255,72,3,65,2,3,321
2727,41533,65,2,46,0,9,232
2728,50097,71,25,81,0,5,17
2729,73858,72,8,59,3,1,422
2730,94943,69,3,22,0,1,387
2731,72685,68,20,97,5,1,14
2732,60184,199,7,44,1,1,161
2733,37657,106,29,38,0,1,763
2734,74045,64,23,83,0,1,307
2735,52564,122,33,28,0,2,42
2736,19098,87,35,3,0,1,417
2737,78784,80,33,72,0,1,239
2738,37657,65,10,10,0,2,163
2739,29256,63,33,41,0,5,302
2740,77912,71,2,21,1,3,23
2741,45345,72,28,86,0,3,99
2742,25630,86,8,63,0,1,412
2743,22280,68,10,48,0,3,169
2744,37657,69,31,25,0,7,496
2745,61567,65,35,78,0,1,39
2746,34644,66,7,36,0,2,316
2747,26991,119,34,65,0,1,856
2748,49746,61,5,88,0,1,624
2749,37657,72,8,61,1,2,723
2750,49625,66,29,9,0,1,261
2751,49308,65,7,97,0,1,150
2752,63624,95,10,5,0,5,175
2753,80358,116,19,2,0,1,443
2754,38460,88,15,1,1,1,91
2755,37657,64,22,22,0,4,460
2756,37657,101,10,48,0,2,727
2757,37657,92,3,9,0,1,711
2758,34835,89,1,45,2,9,294
2759,93836,139,1,19,0,2,497
2760,34075,196,8,87,0,1,451
2761,35624,66,6,55,2,2,227
2762,83218,72,6,42,0,1,245
2763,24641,105,12,82,0,1,504
2764,22828,106,11,54,0,2,508
2765,37657,71,22,25,0,1,340
2766,28729,90,26,19,3,1,338
2767,72731,65,10,7,0,1,125
2768,59932,71,16,77,1,3,116
2769,54292,67,4,26,0,2,321
2770,37657,194,0,22,0,2,931
2771,37657,63,22,7,3,1,302
2772,59414,91,23,21,0,3,340
2773,96587,138,31,99,0,1,749
2774,37657,111,15,12,0,2,532
2775,37657,133,0,59,0,2,638
2776,94362,74,21,96,0,1,195
2777,84488,61,33,71,0,2,208
2778,65085,103,20,55,0,1,480
2779,37657,72,35,86,0,2,518
2780,37657,69,32,21,0,2,450
2781,37657,67,4,44,0,1,664
2782,37657,62,1,73,0,3,446
2783,60798,66,21,57,0,1,316
2784,30761,69,16,16,2,2,331
2785,25981,65,33,38,0,1,77
2786,67739,149,4,76,0,2,270
2787,25581,105,9,21,0,1,429
2788,99759,65,12,25,3,2,74
2789,76514,112,19,0,0,3,573
2790,18375,103,8,50,0,1,535
2791,21832,84,29,39,0,3,403
2792,37657,117,25,43,0,2,842
2793,95330,113,1,1,0,3,542
2794,37657,106,21,25,0,9,634
2795,37657,68,31,69,2,2,326
2796,25899,63,20,36,0,1,302
2797,37657,74,13,30,0,4,355
2798,33201,66,9,56,0,1,314
2799,18287,61,6,56,4,1,292
2800,76506,89,35,65,0,8,427
2801,41859,76,18,58,0,5,166
2802,27504,91,26,45,0,2,436
2803,45360,73,16,71,0,1,350
2804,49078,97,10,3,0,2,484
2805,37657,90,16,66,2,6,648
2806,91810,71,27,43,0,1,165
2807,70600,122,26,5,1,2,636
2808,33554,131,25,36,0,1,934
2809,77642,64,20,14,0,2,282
2810,25963,66,11,35,0,9,298
2811,57452,136,25,10,1,1,652
2812,37657,77,15,89,0,1,491
2813,91416,69,4,39,0,5,109
2814,22000,69,27,36,0,1,383
2815,41167,118,16,4,0,1,554
2816,37657,70,18,23,0,2,504
2817,37657,86,8,37,0,1,412
2818,53944,71,13,20,0,2,340
2819,75648,108,28,10,0,1,112
2820,29414,64,2,32,0,3,71
2821,48567,130,12,15,0,1,624
2822,69276,74,14,22,2,8,201
2823,37657,96,6,60,0,1,460
2824,50117,107,13,98,0,4,462
2825,22828,106,11,54,0,2,508
2826,37657,96,0,38,0,3,818
2827,37657,136,7,34,0,3,979
2828,20868,112,14,11,0,1,537
2829,40921,62,0,50,2,1,10
2830,99654,121,13,95,0,3,272
2831,37657,110,16,17,0,5,686
2832,56218,72,17,74,2,1,302
2833,70717,72,20,89,0,5,37
2834,62989,71,3,18,1,2,319
2835,41459,71,8,4,0,2,340
2836,37657,102,20,7,1,2,489
2837,42512,105,15,72,1,1,77
2838,37657,61,5,90,0,1,437
2839,83288,124,18,70,0,1,353
2840,46267,72,4,73,0,1,231
2841,37657,122,15,47,0,9,650
2842,74424,81,26,74,0,9,388
2843,37657,72,15,70,0,2,693
2844,58883,62,1,47,0,2,432
2845,41539,116,11,35,0,3,556
2846,33881,68,11,83,0,9,65
2847,86448,90,25,79,0,6,59
2848,25237,69,23,52,0,9,378
2849,37657,67,10,75,0,7,482
2850,49419,77,3,34,0,4,203
2851,90414,83,7,49,1,6,398
2852,39930,86,22,64,1,2,412
2853,23202,96,29,59,0,2,460
2854,79487,114,20,87,0,1,547
2855,68423,85,14,81,0,7,324
2856,84495,63,15,61,0,1,302
2857,43091,69,2,36,1,6,330
2858,41951,91,30,56,0,7,40
2859,89834,105,17,14,0,3,504
2860,92157,69,19,33,0,1,270
2861,35773,93,25,89,0,2,446
2862,37657,99,16,20,0,1,475
2863,15850,61,28,14,0,2,314
2864,11167,73,0,99,3,1,350
2865,21195,72,23,10,0,9,345
2866,27430,68,25,12,0,4,184
2867,37657,63,21,78,0,7,302
2868,37657,119,9,8,0,3,571
2869,59839,107,8,52,2,8,513
2870,37657,73,13,33,0,1,350
2871,38166,67,25,5,1,1,236
2872,37657,95,14,78,0,9,456
2873,13457,94,31,28,0,1,285
2874,37657,68,10,53,0,2,326
2875,52721,136,34,29,0,1,550
2876,22012,185,5,69,0,5,75
2877,19864,63,22,96,0,1,352
2878,55289,67,10,71,0,3,134
2879,30449,92,23,47,0,3,501
2880,27362,144,23,28,0,8,422
2881,29460,72,3,18,0,5,29
2882,37657,94,23,34,0,2,451
2883,42532,118,13,32,0,1,200
2884,66707,61,19,24,0,8,71
2885,68041,64,10,47,0,1,165
2886,37657,65,8,91,0,1,468
2887,37657,64,26,11,1,7,307
2888,40968,97,29,53,1,1,465
2889,39913,106,16,61,0,1,344
2890,31710,62,5,29,0,1,199
2891,37657,73,35,52,3,5,350
2892,89113,78,18,68,0,8,219
2893,37657,122,27,2,0,1,725
2894,37657,67,30,13,0,1,321
2895,38688,249,22,6,0,3,2294
2896,37657,110,19,87,4,3,528
2897,37657,127,18,97,0,2,609
2898,28014,104,14,37,0,2,631
2899,14170,109,9,10,0,1,523
2900,64825,129,1,78,0,4,359
2901,77357,67,24,38,0,8,29
2902,21629,62,19,54,0,1,298
2903,25927,103,6,20,0,1,674
2904,44388,113,10,74,1,1,496
2905,54539,63,5,74,0,2,287
2906,17576,71,29,70,0,1,398
2907,84629,90,19,17,0,5,411
2908,24964,185,0,84,0,2,888
2909,43573,66,30,64,0,5,409
2910,37657,69,24,99,0,2,340
2911,37657,105,7,91,0,2,756
2912,35011,70,7,91,0,8,215
2913,63651,92,19,10,0,3,224
2914,83846,74,22,94,3,2,355
2915,37657,191,2,70,0,1,1317
2916,39133,67,25,26,0,3,90
2917,31278,92,24,95,4,1,441
2918,37657,63,4,52,0,2,685
2919,44788,61,6,48,0,2,386
2920,37657,117,26,33,0,2,561
2921,62447,74,9,2,0,7,133
2922,31475,64,6,3,1,3,22
2923,80780,109,26,11,0,3,3
2924,88613,111,5,59,0,1,359
2925,45949,62,0,70,0,1,110
2926,35596,64,11,92,0,3,307
2927,76875,73,21,4,0,9,17
2928,41842,61,1,14,0,1,292
2929,28884,72,27,9,1,3,518
2930,24631,83,25,87,1,2,398
2931,37657,74,24,54,2,2,680
2932,71560,69,14,46,0,5,178
2933,37657,80,8,71,0,2,384
2934,72421,65,8,23,0,1,312
2935,54702,199,5,42,0,1,955
2936,37657,76,4,43,5,2,547
2937,57335,67,22,18,0,2,407
2938,37657,67,9,20,3,2,482
2939,35033,87,26,53,0,1,490
2940,65733,113,13,6,0,3,684
2941,37657,69,30,44,0,3,472
2942,37657,88,3,64,0,2,633
2943,16181,181,22,79,0,8,1261
2944,86180,69,11,43,4,2,48
2945,36881,104,5,25,0,3,499
2946,47888,64,23,16,1,1,545
2947,21986,63,1,9,0,1,333
2948,47199,100,3,65,3,1,480
2949,37657,69,30,69,0,9,331
2950,86305,62,1,99,0,5,80
2951,39062,61,2,20,0,1,346
2952,16976,69,23,54,0,1,238
2953,37657,65,29,35,2,2,468
2954,83283,193,11,46,1,3,273
2955,41972,86,20,23,0,1,691
2956,34080,107,11,48,1,1,220
2957,37657,73,35,52,3,5,350
2958,40269,81,0,71,2,2,329
2959,61894,91,3,21,0,1,436
2960,23300,63,3,35,1,4,339
2961,66023,70,11,94,0,1,265
2962,39660,107,3,46,0,1,416
2963,37657,76,4,51,1,2,32
2964,60466,117,14,3,0,1,784
2965,32848,74,2,59,0,5,250
2966,20662,72,10,99,0,2,373
2967,64985,108,23,94,0,2,16
2968,68022,103,3,26,0,3,494
2969,72834,65,12,81,3,1,91
2970,74592,67,9,30,0,1,321
2971,73938,76,34,48,0,1,53
2972,15999,83,2,43,0,2,398
2973,37657,69,12,89,0,8,632
2974,37657,96,11,55,0,5,460
2975,37657,72,0,93,3,1,345
2976,37657,80,9,96,0,1,576
2977,62375,103,35,71,1,3,411
2978,61427,88,24,12,0,2,422
2979,64396,103,2,46,0,2,355
2980,49312,65,30,55,1,4,230
2981,37657,61,35,71,0,2,292
2982,28513,100,4,22,1,2,480
2983,37657,108,23,55,0,2,518
2984,97321,110,35,46,0,1,74
2985,58839,65,4,65,3,2,18
2986,37657,72,4,14,0,1,518
2987,88567,67,9,89,0,9,321
2988,91646,74,12,10,0,1,57
2989,37657,211,31,52,0,5,1012
2990,48552,94,5,54,0,9,262
2991,31485,118,17,79,0,6,294
2992,37657,64,6,47,0,8,628
2993,16511,135,35,4,0,5,972
2994,51020,73,16,88,0,1,350
2995,43838,97,11,37,0,7,465
2996,37657,133,11,30,0,7,827
2997,22454,110,5,75,2,3,556
2998,57933,105,10,64,0,1,533
2999,37657,124,7,2,3,6,595
3000,26335,113,32,7,1,2,355
3001,85322,134,32,55,0,2,735
3002,37843,92,2,17,0,1,354
3003,37657,67,11,26,0,1,482
3004,74730,61,18,84,0,6,421
3005,37657,94,27,52,1,1,483
3006,37657,64,2,80,0,1,307
3007,28432,118,1,59,0,2,612
3008,71210,214,8,89,1,2,1027
3009,19581,67,2,94,0,1,321
3010,37657,80,12,14,0,1,576
3011,56005,68,31,30,1,3,326
3012,37657,80,10,11,0,2,572
3013,23671,69,32,45,0,2,331
3014,22244,84,6,59,0,9,114
3015,37657,66,17,29,0,3,470
3016,75329,67,15,17,0,1,45
3017,37657,108,2,55,1,1,525
3018,44369,68,13,22,0,8,185
3019,37910,108,7,9,0,7,518
3020,37657,71,25,30,0,1,511
3021,40864,109,16,70,1,1,166
3022,94846,73,15,68,0,7,305
3023,96306,95,12,17,1,6,185
3024,53519,111,7,37,0,1,520
3025,50648,69,27,50,1,9,331
3026,64692,70,17,80,0,2,336
3027,37657,100,9,75,0,2,720
3028,37657,187,22,97,1,2,1430
3029,37657,109,2,86,0,1,784
3030,49311,74,25,85,0,3,355
3031,71126,71,11,72,0,1,324
3032,74284,74,27,5,0,3,268
3033,41402,119,26,26,4,1,571
3034,79619,71,3,34,3,6,280
3035,25147,101,7,54,0,1,694
3036,56379,125,0,59,1,8,600
3037,37657,96,35,27,0,6,691
3038,48911,61,15,6,0,1,292
3039,29723,80,8,79,0,2,20
3040,21841,91,33,47,0,7,436
3041,31796,68,27,16,0,1,377
3042,37657,105,0,16,0,4,504
3043,48567,130,12,15,0,1,624
3044,66161,118,19,86,0,1,457
3045,79751,63,15,67,0,1,392
3046,39469,71,1,29,0,4,315
3047,44305,67,33,39,0,9,214
3048,37657,68,4,17,0,9,444
3049,38893,69,12,60,0,1,279
3050,39187,118,32,43,1,1,566
3051,70341,179,11,43,0,3,253
3052,37657,64,9,95,0,1,460
3053,37657,73,11,95,0,3,350
3054,30090,73,10,3,0,2,329
3055,49673,232,27,57,0,7,1021
3056,37657,66,31,14,0,1,389
3057,37657,70,29,93,0,2,504
3058,50332,72,2,11,0,1,345
3059,70190,71,20,22,0,3,15
3060,38179,90,12,91,1,3,374
3061,37657,115,18,30,1,1,699
3062,25859,74,0,44,0,2,355
3063,36529,118,6,41,0,1,255
3064,67588,118,0,58,0,2,566
3065,37657,121,30,85,0,1,871
3066,81565,71,19,54,0,1,190
3067,35322,244,4,33,0,5,76
3068,43671,67,6,67,0,3,190
3069,58682,61,24,34,0,4,206
3070,44230,114,2,45,0,1,738
3071,40269,193,32,27,0,3,926
3072,31756,66,34,44,0,8,160
3073,47725,63,10,66,0,2,142
3074,38684,74,1,22,0,6,376
3075,36301,118,11,85,0,2,647
3076,37657,67,18,44,0,3,482
3077,22268,67,12,70,0,8,294
3078,50037,81,24,91,0,6,303
3079,37657,104,30,88,0,1,748
3080,75740,98,8,42,0,3,46
3081,39621,109,4,23,1,1,25
3082,75838,90,6,64,0,6,428
3083,11885,101,18,39,0,2,484
3084,29444,63,5,84,0,1,302
3085,64371,181,4,50,0,1,868
3086,26514,91,16,58,0,3,655
3087,92766,71,17,15,0,2,379
3088,31504,71,8,27,0,3,340
3089,98680,72,27,38,2,1,345
3090,37657,113,12,66,2,7,733
3091,76927,138,2,46,0,1,114
3092,78804,71,35,93,0,2,389
3093,73168,70,21,50,0,3,425
3094,48569,114,0,14,0,1,434
3095,84768,72,6,31,0,1,110
3096,37657,86,7,31,0,1,619
3097,57693,76,16,56,0,3,547
3098,37657,65,18,48,0,1,85
3099,46593,70,3,81,0,2,129
3100,37657,146,7,50,0,2,1055
3101,67163,61,17,41,2,5,33
3102,89205,68,28,86,0,6,165
3103,37657,138,23,76,0,1,570
3104,65448,94,28,66,0,2,451
3105,77627,88,14,38,0,2,205
3106,37695,96,17,3,0,3,460
3107,89411,78,14,99,0,4,116
3108,37657,114,27,39,0,4,914
3109,10337,67,16,56,0,2,321
3110,10621,67,28,22,0,5,321
3111,16711,91,29,50,1,1,580
3112,37657,106,0,44,0,7,508
3113,42968,69,15,85,0,1,331
3114,16181,181,22,79,0,8,1261
3115,85412,88,33,92,0,3,134
3116,75774,92,30,55,1,1,441
3117,26599,101,24,83,0,1,254
3118,34847,73,26,24,0,7,525
3119,37657,115,13,43,0,4,552
3120,85896,70,28,27,0,3,48
3121,37657,66,8,11,0,2,316
3122,43775,70,3,42,0,1,310
3123,37657,67,11,6,0,2,482
3124,42056,78,21,2,0,1,221
3125,13093,100,30,73,0,1,514
3126,98278,85,26,60,0,1,367
3127,44605,91,3,45,0,7,436
3128,32365,67,28,78,0,3,193
3129,82255,71,29,59,0,5,145
3130,37657,62,11,48,0,1,623
3131,37657,88,3,99,0,6,468
3132,65903,66,4,98,0,2,316
3133,11417,63,25,57,0,6,302
3134,37657,96,15,73,0,2,677
3135,37657,67,20,29,2,2,321
3136,69704,72,25,92,0,2,89
3137,20101,96,28,44,0,1,291
3138,24383,69,4,78,2,4,331
3139,22139,100,34,31,0,2,480
3140,88708,112,6,71,0,9,499
3141,11828,90,18,84,0,2,571
3142,37657,80,2,49,1,1,384
3143,73168,70,21,50,0,3,425
3144,37657,71,10,22,0,1,409
3145,37657,182,8,70,0,2,873
3146,76646,65,3,30,0,9,263
3147,19683,117,17,41,1,9,561
3148,37657,71,16,30,1,2,819
3149,37657,124,13,70,0,2,595
3150,35693,103,8,63,0,2,494
3151,37657,65,7,67,0,7,438
3152,37657,136,13,28,0,4,979
3153,24123,104,7,61,0,1,748
3154,85654,116,5,55,0,4,346
3155,37657,125,6,61,0,2,900
3156,71210,214,8,89,1,2,1027
3157,84822,76,5,13,0,5,219
3158,36650,69,2,70,1,1,56
3159,37657,90,8,33,0,1,432
3160,28025,87,28,94,0,2,611
3161,52113,97,14,85,0,6,465
3162,37675,104,23,18,0,2,731
3163,37595,70,2,22,0,9,501
3164,41396,70,7,7,0,3,336
3165,77512,104,2,5,0,6,433
3166,35334,65,29,31,0,4,468
3167,37657,104,13,20,0,3,499
3168,40870,105,3,56,0,2,504
3169,53907,71,1,52,0,9,189
3170,77609,111,26,75,0,1,62
3171,37657,70,15,44,0,2,504
3172,87462,61,0,79,1,1,51
3173,99494,83,11,65,0,3,398
3174,42585,69,16,44,0,1,288
3175,58842,110,6,74,0,1,528
3176,37384,99,9,17,0,1,475
3177,92717,70,24,19,0,2,224
3178,37657,72,33,6,2,1,518
3179,75264,78,24,92,0,2,343
3180,37657,101,19,11,1,8,727
3181,37657,105,16,16,0,2,564
3182,31532,79,1,26,0,1,241
3183,52583,113,12,59,0,7,528
3184,62477,183,7,75,0,2,40
3185,26023,72,26,33,1,2,79
3186,28666,64,23,81,0,8,307
3187,21004,62,27,20,0,3,297
3188,45430,81,21,37,0,8,388
3189,37511,185,14,93,2,1,579
3190,28719,110,0,17,0,1,792
3191,49833,69,5,74,0,7,331
3192,67431,136,28,17,1,1,652
3193,23376,78,19,18,0,1,374
3194,20455,84,14,40,2,2,564
3195,62473,185,25,29,0,1,1298
3196,35289,65,34,94,0,3,123
3197,73478,68,2,38,0,1,241
3198,30584,68,10,37,0,2,51
3199,88340,102,16,1,0,2,489
3200,49532,79,16,9,1,1,220
3201,37657,154,26,85,0,1,1140
3202,43982,126,20,68,1,2,604
3203,68906,187,12,61,0,2,1053
3204,64008,85,9,66,5,5,372
3205,87421,99,21,6,0,6,475
3206,37657,102,28,11,0,1,660
3207,62076,71,25,82,0,2,227
3208,26746,66,20,41,0,1,165
3209,91580,73,14,52,0,2,290
3210,64403,198,11,86,0,2,111
3211,51425,119,32,66,0,3,560
3212,44162,71,27,16,0,7,160
3213,67128,105,33,90,0,4,339
3214,30383,119,32,25,0,1,803
3215,93721,80,22,62,0,6,489
3216,79867,74,25,76,1,1,78
3217,39393,121,11,61,0,2,491
3218,37657,81,12,59,0,2,136
3219,37657,122,27,2,0,1,725
3220,43916,68,10,59,2,2,326
3221,33282,100,24,66,1,1,207
3222,33032,86,33,77,1,2,87
3223,25259,87,18,8,0,9,417
3224,19637,67,34,30,0,1,333
3225,94903,94,3,38,0,1,451
3226,39794,133,0,7,0,2,638
3227,42433,85,28,47,0,5,410
3228,22044,65,35,70,0,2,10
3229,32312,61,29,31,3,2,276
3230,37657,97,28,29,0,1,698
3231,72919,130,20,22,5,1,936
3232,37657,86,6,57,2,2,541
3233,37657,68,19,2,3,2,326
3234,76357,117,18,96,1,1,4
3235,57709,125,10,26,0,1,600
3236,26802,66,7,43,1,5,316
3237,26448,105,7,42,0,3,75
3238,62262,72,17,2,0,2,193
3239,98784,124,7,36,1,1,155
3240,28727,113,7,42,0,2,350
3241,50406,70,20,23,0,9,132
3242,41832,66,19,15,0,2,402
3243,37657,73,18,45,0,5,350
3244,37657,138,22,18,0,1,900
3245,37657,97,22,5,0,3,465
3246,40032,99,18,35,0,8,475
3247,95701,98,24,8,3,3,99
3248,37657,108,25,82,1,4,777
3249,37657,66,31,54,1,2,393
3250,62530,95,35,28,0,1,61
3251,37657,106,8,65,0,1,508
3252,24414,104,34,80,0,2,499
3253,82695,62,10,39,0,1,217
3254,48156,143,9,20,0,1,686
3255,74069,63,33,81,2,2,275
3256,82664,114,24,10,3,9,133
3257,37657,80,13,57,1,4,749
3258,51737,71,13,55,0,6,430
3259,76797,71,22,2,0,2,234
3260,61225,117,3,0,0,2,442
3261,80915,70,17,66,0,1,187
3262,12688,140,5,96,0,3,672
3263,27681,83,13,62,0,9,398
3264,27778,109,30,14,0,2,523
